sentence_id,words,labelp,labeln,pos_tag
568,MCFA,O,I,NNP
568,achieves,B,O,VBZ
568,state,O,B,NN
568,of,O,I,IN
568,the,O,I,DT
568,art,O,I,NN
568,performance,O,I,NN
568,on,B,O,IN
568,three,O,B,CD
568,of,O,I,IN
568,the,O,I,DT
568,four,O,I,CD
568,data,O,I,NNS
568,sets,O,I,NNS
568,and,O,O,CC
568,performs,B,O,NNS
568,competitively,O,B,RB
568,on,B,O,IN
568,one,O,B,CD
568,data,O,I,NN
568,set,O,I,NN
568,.,O,O,.
569,When,B,O,WRB
569,N,O,B,NNP
569,=,O,I,VBZ
569,1,O,I,CD
569,",",O,O,","
569,MCFA,O,B,NNP
569,increases,B,O,VBZ
569,the,O,O,DT
569,performance,O,B,NN
569,of,B,O,IN
569,a,O,O,DT
569,normal,O,B,JJ
569,CNN,O,I,NNP
569,from,B,O,IN
569,85.0,O,B,CD
569,to,B,O,TO
569,87.6,O,B,CD
569,",",O,O,","
569,beating,B,O,VBG
569,the,O,O,DT
569,current,O,B,JJ
569,state,O,I,NN
569,of,O,I,IN
569,the,O,I,DT
569,art,O,I,NN
569,on,B,O,IN
569,the,O,O,DT
569,CR,O,B,NNP
569,data,O,I,NN
569,set,O,I,NN
569,.,O,O,.
570,When,O,O,WRB
570,N,O,B,NNP
570,=,O,I,VBZ
570,10,O,I,CD
570,",",O,O,","
570,MCFA,O,B,NNP
570,additionally,B,O,RB
570,beats,I,O,VBZ
570,the,O,O,DT
570,state,O,B,NN
570,of,O,I,IN
570,the,O,I,DT
570,art,O,I,NN
570,on,B,O,IN
570,the,O,O,DT
570,TREC,O,B,NNP
570,data,O,I,NN
570,set,O,I,NN
570,.,O,O,.
571,Finally,O,O,RB
571,",",O,O,","
571,our,O,B,PRP$
571,ensemble,O,I,JJ
571,classifier,O,I,NN
571,additionally,B,O,RB
571,outperforms,I,O,VBZ
571,all,O,B,DT
571,competing,O,I,VBG
571,models,O,I,NNS
571,on,B,O,IN
571,the,O,O,DT
571,MR,O,B,NNP
571,data,O,I,NN
571,set,O,I,NN
571,.,O,O,.
572,On,B,O,IN
572,all,O,B,DT
572,data,O,I,NNS
572,sets,O,I,NNS
572,except,B,O,IN
572,SUBJ,O,B,NNP
572,",",O,O,","
572,the,O,O,DT
572,accuracy,O,B,NN
572,of,B,O,IN
572,CNN,O,B,NNP
572,+,O,I,NNP
572,B1,O,I,NNP
572,decreases,B,O,VBZ
572,from,I,O,IN
572,the,O,O,DT
572,base,O,B,NN
572,CNN,O,I,NNP
572,accuracy,O,I,NN
572,",",O,O,","
572,while,O,O,IN
572,the,O,O,DT
572,accuracy,O,O,NN
572,of,O,O,IN
572,our,O,O,PRP$
572,model,O,O,NN
572,always,O,O,RB
572,improves,O,O,VBZ
572,from,O,O,IN
572,the,O,O,DT
572,base,O,O,NN
572,CNN,O,O,NNP
572,accuracy,O,O,NN
572,.,O,O,.
573,We,O,O,PRP
573,also,O,O,RB
573,compare,O,O,VBP
573,two,O,O,CD
573,different,O,O,JJ
573,kinds,O,O,NNS
573,of,O,O,IN
573,additional,O,O,JJ
573,context,O,O,NN
573,:,O,O,:
573,topics,O,B,NNS
573,(,O,O,(
573,TopCNN,O,O,NNP
573,),O,O,)
573,and,O,O,CC
573,translations,O,B,NNS
573,(,O,O,(
573,CNN,O,O,NNP
573,+,O,O,NNP
573,B1,O,O,NNP
573,",",O,O,","
573,CNN,O,O,NNP
573,+,O,O,NNP
573,B2,O,O,NNP
573,",",O,O,","
573,CNN,O,O,NNP
573,+,O,O,NNP
573,MCFA,O,O,NNP
573,),O,O,)
573,.,O,O,.
574,Overall,O,O,JJ
574,",",O,O,","
574,we,O,O,PRP
574,conclude,B,O,VBP
574,that,I,O,IN
574,translations,O,O,NNS
574,are,B,O,VBP
574,better,O,B,RBR
574,additional,O,I,JJ
574,contexts,O,I,NN
574,than,B,O,IN
574,topics,O,O,NNS
574,.,O,O,.
575,When,O,O,WRB
575,using,B,O,VBG
575,a,O,O,DT
575,single,O,B,JJ
575,context,O,I,NN
575,(,O,O,(
575,i.e.,O,O,JJ
575,TopCNN,O,O,NNP
575,word,O,O,NN
575,",",O,O,","
575,TopCNN,O,O,NNP
575,sent,O,O,VBD
575,",",O,O,","
575,and,O,O,CC
575,our,O,O,PRP$
575,models,O,O,NNS
575,when,O,O,WRB
575,N,O,O,NNP
575,=,O,O,NNP
575,1,O,O,CD
575,),O,O,)
575,",",O,O,","
575,translations,O,B,NNS
575,always,B,O,RB
575,outperform,I,O,VBP
575,topics,O,B,NNS
575,even,O,O,RB
575,when,O,O,WRB
575,using,O,O,VBG
575,the,O,O,DT
575,baseline,O,O,NN
575,methods,O,O,NNS
575,.,O,O,.
576,Using,B,O,VBG
576,topics,O,B,NNS
576,as,B,O,IN
576,additional,O,B,JJ
576,context,O,I,NN
576,also,O,O,RB
576,decreases,B,O,VBZ
576,the,O,O,DT
576,performance,O,B,NN
576,of,B,O,IN
576,the,O,O,DT
576,CNN,O,B,NNP
576,classifier,O,I,NN
576,on,B,O,IN
576,most,O,B,JJS
576,data,O,I,NNS
576,sets,O,I,NNS
576,",",O,O,","
576,giving,O,O,VBG
576,an,O,O,DT
576,adverse,O,O,JJ
576,effect,O,O,NN
576,to,O,O,TO
576,the,O,O,DT
576,CNN,O,O,NNP
576,classifier,O,O,NN
576,.,O,O,.
577,Structural,O,O,JJ
577,Scaffolds,O,O,NNP
577,for,O,O,IN
577,Citation,O,B,NNP
577,Intent,O,I,NNP
577,Classification,O,I,NNP
577,in,O,I,IN
577,Scientific,O,I,NNP
577,Publications,O,I,NNP
578,Identifying,O,B,VBG
578,the,O,I,DT
578,intent,O,I,NN
578,of,O,I,IN
578,a,O,I,DT
578,citation,O,I,NN
578,in,O,I,IN
578,scientific,O,I,JJ
578,papers,O,I,NNS
578,(,O,O,(
578,e.g.,O,O,NN
578,",",O,O,","
578,background,O,O,NN
578,information,O,O,NN
578,",",O,O,","
578,use,O,O,NN
578,of,O,O,IN
578,methods,O,O,NNS
578,",",O,O,","
578,comparing,O,O,VBG
578,results,O,O,NNS
578,),O,O,)
578,is,O,O,VBZ
578,critical,O,O,JJ
578,for,O,O,IN
578,machine,O,O,NN
578,reading,O,O,NN
578,of,O,O,IN
578,individual,O,O,JJ
578,publications,O,O,NNS
578,and,O,O,CC
578,automated,O,O,JJ
578,analysis,O,O,NN
578,of,O,O,IN
578,the,O,O,DT
578,scientific,O,O,JJ
578,literature,O,O,NN
578,.,O,O,.
579,Our,O,O,PRP$
579,code,O,O,NN
579,and,O,O,CC
579,data,O,O,NNS
579,are,O,O,VBP
579,available,O,O,JJ
579,at,O,O,IN
579,:,O,O,:
579,https://github.com/,O,B,NN
579,allenai/scicite,O,I,NN
579,.,O,O,.
580,In,O,O,IN
580,this,O,O,DT
580,work,O,O,NN
580,",",O,O,","
580,we,O,O,PRP
580,approach,O,O,VBP
580,the,O,O,DT
580,problem,O,O,NN
580,of,O,O,IN
580,citation,O,B,NN
580,intent,O,I,NN
580,classification,O,I,NN
580,by,O,O,IN
580,modeling,O,O,VBG
580,the,O,O,DT
580,language,O,O,NN
580,expressed,O,O,VBN
580,in,O,O,IN
580,the,O,O,DT
580,citation,O,O,NN
580,context,O,O,NN
580,.,O,O,.
581,To,O,O,TO
581,this,O,O,DT
581,end,O,O,NN
581,",",O,O,","
581,we,O,O,PRP
581,propose,B,O,VBP
581,a,O,O,DT
581,neural,O,B,JJ
581,multitask,O,I,NN
581,learning,O,I,VBG
581,framework,O,I,NN
581,to,B,O,TO
581,incorporate,I,O,VB
581,knowledge,O,B,NN
581,into,B,O,IN
581,citations,O,B,NNS
581,from,B,O,IN
581,the,O,O,DT
581,structure,O,B,NN
581,of,O,I,IN
581,scientific,O,I,JJ
581,papers,O,I,NNS
581,.,O,O,.
582,In,O,O,IN
582,particular,O,O,JJ
582,",",O,O,","
582,we,O,O,PRP
582,propose,O,O,VBP
582,two,O,B,CD
582,auxiliary,O,I,JJ
582,tasks,O,I,NNS
582,as,B,O,IN
582,structural,O,B,JJ
582,scaffolds,O,I,NNS
582,to,B,O,TO
582,improve,I,O,VB
582,citation,O,B,NN
582,intent,O,I,NN
582,prediction,O,I,NN
582,:,O,O,:
582,1,O,O,CD
582,(,O,O,(
582,1,O,O,CD
582,),O,O,)
582,predicting,O,O,VBG
582,the,O,O,DT
582,section,O,O,NN
582,title,O,O,NN
582,in,O,O,IN
582,which,O,O,WDT
582,the,O,O,DT
582,citation,O,O,NN
582,occurs,O,O,VBZ
582,and,O,O,CC
582,(,O,O,(
582,2,O,O,CD
582,),O,O,)
582,predicting,O,O,VBG
582,whether,O,O,IN
582,a,O,O,DT
582,sentence,O,O,NN
582,needs,O,O,VBZ
582,a,O,O,DT
582,citation,O,O,NN
582,.,O,O,.
583,On,B,O,IN
583,two,O,B,CD
583,datasets,O,I,NNS
583,",",O,O,","
583,we,O,O,PRP
583,show,B,O,VBP
583,that,I,O,IN
583,the,O,O,DT
583,proposed,O,B,VBN
583,neural,O,I,JJ
583,scaffold,O,I,JJ
583,model,O,I,NN
583,outperforms,B,O,NNS
583,existing,O,B,VBG
583,methods,O,I,NNS
583,by,B,O,IN
583,large,O,B,JJ
583,margins,O,I,NNS
583,.,O,O,.
584,Our,O,O,PRP$
584,contributions,O,O,NNS
584,are,O,O,VBP
584,:,O,O,:
584,(,O,O,(
584,i,O,O,NN
584,),O,O,)
584,we,O,O,PRP
584,propose,O,O,VBP
584,a,O,O,DT
584,neural,O,B,JJ
584,scaffold,O,I,NN
584,framework,O,I,NN
584,for,B,O,IN
584,citation,O,B,NN
584,intent,O,I,NN
584,classification,O,I,NN
584,to,B,O,TO
584,incorporate,I,O,VB
584,into,I,O,IN
584,citations,O,B,NNS
584,knowledge,O,B,VBP
584,from,B,O,IN
584,structure,O,B,NN
584,of,O,I,IN
584,scientific,O,I,JJ
584,papers,O,I,NNS
584,;,O,O,:
584,(,O,O,(
584,ii,O,O,NN
584,),O,O,)
584,we,O,O,PRP
584,achieve,O,O,VBP
584,a,O,O,DT
584,new,O,O,JJ
584,state,O,O,NN
584,-,O,O,:
584,of,O,O,IN
584,-,O,O,:
584,the,O,O,DT
584,-,O,O,:
584,art,O,O,NN
584,of,O,O,IN
584,67.9,O,O,CD
584,%,O,O,NN
584,F1,O,O,NNP
584,on,O,O,IN
584,the,O,O,DT
584,ACL,O,O,NNP
584,-,O,O,:
584,ARC,O,O,NNP
584,citations,O,O,NNS
584,benchmark,O,O,NN
584,",",O,O,","
584,an,O,O,DT
584,absolute,O,O,JJ
584,13.3,O,O,CD
584,%,O,O,NN
584,increase,O,O,NN
584,over,O,O,IN
584,the,O,O,DT
584,previous,O,O,JJ
584,state,O,O,NN
584,-,O,O,:
584,of,O,O,IN
584,-,O,O,:
584,the,O,O,DT
584,-,O,O,:
584,art,O,O,NN
584,;,O,O,:
584,and,O,O,CC
584,(,O,O,(
584,iii,O,O,NN
584,),O,O,)
584,we,O,O,PRP
584,introduce,O,O,VBP
584,SciCite,O,O,NNP
584,",",O,O,","
584,a,O,O,DT
584,new,O,O,JJ
584,dataset,O,O,NN
584,of,O,O,IN
584,citation,O,O,NN
584,intents,O,O,NNS
584,which,O,O,WDT
584,is,O,O,VBZ
584,at,O,O,IN
584,least,O,O,JJS
584,five,O,O,CD
584,times,O,O,NNS
584,as,O,O,RB
584,large,O,O,JJ
584,as,O,O,IN
584,existing,O,O,VBG
584,datasets,O,O,NNS
584,and,O,O,CC
584,covers,O,O,VBZ
584,a,O,O,DT
584,variety,O,O,NN
584,of,O,O,IN
584,scientific,O,O,JJ
584,domains,O,O,NNS
584,.,O,O,.
585,To,O,O,TO
585,address,O,O,VB
585,these,O,O,DT
585,limitations,O,O,NNS
585,",",O,O,","
585,we,O,O,PRP
585,introduce,B,O,VBP
585,Sci,O,B,NNP
585,-,O,I,:
585,Cite,O,I,NNP
585,",",O,O,","
585,a,O,O,DT
585,new,O,B,JJ
585,dataset,O,I,NN
585,of,B,O,IN
585,citation,O,B,NN
585,intents,O,I,NNS
585,that,B,O,WDT
585,is,I,O,VBZ
585,significantly,O,B,RB
585,larger,O,I,JJR
585,",",O,I,","
585,more,O,I,RBR
585,coarse,O,I,JJ
585,-,O,I,:
585,grained,O,I,VBN
585,and,O,I,CC
585,generaldomain,O,I,VB
585,compared,B,O,VBN
585,with,I,O,IN
585,existing,O,B,VBG
585,datasets,O,I,NNS
585,.,O,O,.
586,We,O,O,PRP
586,consider,B,O,VBP
586,three,O,B,CD
586,intent,O,I,NN
586,categories,O,I,NNS
586,outlined,O,O,VBN
586,in,O,O,IN
586,:,O,O,:
586,BACK,O,B,NNP
586,-,O,I,:
586,GROUND,O,I,NN
586,",",O,O,","
586,METHOD,O,B,NNP
586,and,O,O,CC
586,RESULTCOMPARISON,O,B,NNP
586,.,O,O,.
587,Citation,O,B,NNP
587,intent,O,I,NN
587,of,B,O,IN
587,sentence,O,B,NN
587,extractions,O,I,NNS
587,was,O,O,VBD
587,labeled,B,O,VBN
587,through,I,O,IN
587,the,O,O,DT
587,crowdsourcing,O,B,NN
587,platform,O,I,NN
587,.,O,O,.
588,Citation,O,B,NN
588,contexts,O,I,NNS
588,were,O,O,VBD
588,annotated,B,O,VBN
588,by,I,O,IN
588,850,O,B,CD
588,crowdsource,O,I,NN
588,workers,O,I,NNS
588,who,O,O,WP
588,made,B,O,VBD
588,a,O,O,DT
588,total,O,B,NN
588,of,O,I,IN
588,"29,926",O,I,CD
588,annotations,O,I,NNS
588,and,O,O,CC
588,individually,B,O,RB
588,made,I,O,VBD
588,between,O,O,IN
588,4,O,B,CD
588,and,O,I,CC
588,240,O,I,CD
588,annotations,O,I,NNS
588,.,O,O,.
589,Each,O,O,DT
589,sentence,O,B,NN
589,was,B,O,VBD
589,annotated,O,B,VBN
589,",",O,O,","
589,on,B,O,IN
589,average,I,O,NN
589,",",O,O,","
589,3.74,O,B,CD
589,times,O,I,NNS
589,.,O,O,.
590,This,O,O,DT
590,resulted,B,O,VBD
590,in,I,O,IN
590,a,O,O,DT
590,total,O,B,JJ
590,"9,159",O,I,CD
590,crowdsourced,O,B,VBD
590,instances,O,I,NNS
590,which,O,O,WDT
590,were,O,O,VBD
590,divided,B,O,VBN
590,to,I,O,TO
590,training,O,B,NN
590,and,O,I,CC
590,validation,O,I,NN
590,sets,O,I,NNS
590,with,B,O,IN
590,90,O,B,CD
590,%,O,I,NN
590,of,B,O,IN
590,the,O,O,DT
590,data,O,B,NNS
590,used,B,O,VBN
590,for,I,O,IN
590,the,O,O,DT
590,training,O,B,NN
590,set,O,I,NN
590,.,O,O,.
591,We,O,O,PRP
591,implement,B,O,VBP
591,our,O,O,PRP$
591,proposed,O,B,VBN
591,scaffold,O,I,NN
591,framework,O,I,NN
591,using,B,O,VBG
591,the,O,O,DT
591,AllenNLP,O,B,NNP
591,library,O,I,NN
591,.,O,O,.
592,For,B,O,IN
592,word,O,B,NN
592,representations,O,I,NNS
592,",",O,O,","
592,we,O,O,PRP
592,use,B,O,VBP
592,100,O,B,CD
592,-,O,I,:
592,dimensional,O,I,JJ
592,GloVe,O,I,NNP
592,vectors,O,I,NNS
592,trained,B,O,VBD
592,on,I,O,IN
592,a,O,O,DT
592,corpus,O,B,NN
592,of,B,O,IN
592,6B,O,B,CD
592,tokens,O,I,NNS
592,from,B,O,IN
592,Wikipedia,O,B,NNP
592,and,O,I,CC
592,Gigaword,O,I,NNP
592,.,O,O,.
593,For,O,O,IN
593,contextual,O,B,JJ
593,representations,O,I,NNS
593,",",O,O,","
593,we,O,O,PRP
593,use,B,O,VBP
593,ELMo,O,B,JJ
593,vectors,O,I,NNS
593,released,O,O,VBN
593,by,O,O,IN
593,with,B,O,IN
593,output,O,B,NN
593,dimension,O,I,NN
593,size,O,I,NN
593,of,B,O,IN
593,"1,024",O,B,CD
593,which,O,O,WDT
593,have,O,O,VBP
593,been,O,O,VBN
593,trained,B,O,VBN
593,on,I,O,IN
593,a,O,O,DT
593,dataset,O,B,NN
593,of,B,O,IN
593,5.5,O,B,CD
593,B,O,I,NNP
593,tokens,O,I,NNS
593,.,O,O,.
594,We,O,O,PRP
594,use,B,O,VBP
594,a,O,O,DT
594,single,O,B,JJ
594,-,O,I,:
594,layer,O,I,NN
594,BiLSTM,O,I,NNP
594,with,B,O,IN
594,a,O,O,DT
594,hidden,O,B,JJ
594,dimension,O,I,NN
594,size,O,I,NN
594,of,B,O,IN
594,50,O,B,CD
594,for,O,O,IN
594,each,O,O,DT
594,direction,O,O,NN
594,11,O,O,CD
594,.,O,O,.
595,For,O,O,IN
595,each,O,B,DT
595,of,O,I,IN
595,scaffold,O,I,JJ
595,tasks,O,I,NNS
595,",",O,O,","
595,we,O,O,PRP
595,use,B,O,VBP
595,a,O,O,DT
595,single,O,B,JJ
595,-,O,I,:
595,layer,O,I,NN
595,MLP,O,I,NNP
595,with,B,O,IN
595,20,O,B,CD
595,hidden,O,I,JJ
595,nodes,O,I,NNS
595,",",O,O,","
595,ReLU,O,B,NNP
595,activation,O,I,NN
595,and,O,O,CC
595,a,O,O,DT
595,Dropout,O,B,NNP
595,rate,O,I,NN
595,of,B,O,IN
595,0.2,O,B,CD
595,between,B,O,IN
595,the,O,O,DT
595,hidden,O,B,NN
595,and,O,I,CC
595,input,O,I,NN
595,layers,O,I,NNS
595,.,O,O,.
596,Batch,O,B,NN
596,size,O,I,NN
596,is,B,O,VBZ
596,8,O,B,CD
596,for,B,O,IN
596,ACL,O,B,NNP
596,-,O,I,:
596,ARC,O,I,NNP
596,dataset,O,I,NN
596,and,O,O,CC
596,32,O,B,CD
596,for,B,O,IN
596,SciCite,O,B,NNP
596,dataset,O,I,NN
596,(,O,O,(
596,recall,O,O,VB
596,that,O,O,DT
596,SciCite,O,O,NNP
596,is,O,O,VBZ
596,larger,O,O,JJR
596,than,O,O,IN
596,ACL,O,O,NNP
596,-,O,O,:
596,ARC,O,O,NNP
596,),O,O,)
596,.,O,O,.
597,We,O,O,PRP
597,use,O,O,VBP
597,Beaker,O,B,NNP
597,12,O,O,CD
597,for,B,O,IN
597,running,O,B,VBG
597,the,O,I,DT
597,experiments,O,I,NNS
597,.,O,O,.
598,BiLSTM,O,B,NNP
598,Attention,O,I,NNP
598,(,O,I,(
598,with,O,I,IN
598,and,O,I,CC
598,without,O,I,IN
598,ELMo,O,I,NNP
598,),O,I,)
598,.,O,O,.
599,This,O,O,DT
599,baseline,O,O,NN
599,uses,B,O,VBZ
599,a,O,O,DT
599,similar,O,B,JJ
599,architecture,O,I,NN
599,to,B,O,TO
599,our,O,O,PRP$
599,proposed,O,B,VBN
599,neural,O,I,JJ
599,multitask,O,I,NN
599,learning,O,I,VBG
599,framework,O,I,NN
599,",",O,O,","
599,except,O,O,IN
599,that,O,O,IN
599,it,O,O,PRP
599,only,O,O,RB
599,optimizes,B,O,VBZ
599,the,O,O,DT
599,network,O,B,NN
599,for,B,O,IN
599,the,O,O,DT
599,main,O,B,JJ
599,loss,O,I,NN
599,regarding,B,O,VBG
599,the,O,O,DT
599,citation,O,B,NN
599,intent,O,I,NN
599,classification,O,I,NN
599,(,O,I,(
599,L,O,I,NNP
599,1,O,I,CD
599,),O,I,)
599,and,O,O,CC
599,does,O,O,VBZ
599,not,O,O,RB
599,include,O,O,VB
599,the,O,O,DT
599,structural,O,O,JJ
599,scaffolds,O,O,NNS
599,.,O,O,.
600,We,O,O,PRP
600,observe,B,O,VBP
600,that,O,O,IN
600,our,O,O,PRP$
600,scaffold,O,B,JJ
600,-,O,I,:
600,enhanced,O,I,JJ
600,models,O,I,NNS
600,achieve,B,O,VBP
600,clear,O,B,JJ
600,improvements,O,I,NNS
600,over,B,O,IN
600,the,O,O,DT
600,state,O,B,NN
600,-,O,I,:
600,of,O,I,IN
600,-,O,I,:
600,the,O,I,DT
600,-,O,I,:
600,art,O,I,NN
600,approach,O,I,NN
600,on,O,O,IN
600,this,O,O,DT
600,task,O,O,NN
600,.,O,O,.
601,Starting,B,O,VBG
601,with,I,O,IN
601,the,O,O,DT
601,',O,O,POS
601,BiLSTM,O,B,NNP
601,-,O,I,:
601,Attn,O,I,NNP
601,',O,O,POS
601,baseline,O,O,NN
601,with,B,O,IN
601,a,O,O,DT
601,macro,O,B,NN
601,F1,O,I,NNP
601,score,O,I,NN
601,of,B,O,IN
601,51.8,O,B,CD
601,",",O,O,","
601,adding,B,O,VBG
601,the,O,O,DT
601,first,O,B,JJ
601,scaffold,O,I,NN
601,task,O,I,NN
601,in,O,I,IN
601,',O,I,''
601,BiLSTM,O,I,NNP
601,-,O,I,:
601,Attn,O,I,NNP
601,+,O,I,NNP
601,section,O,I,NN
601,title,O,I,NN
601,scaffold,O,I,NN
601,',O,I,''
601,improves,B,O,VBZ
601,the,O,O,DT
601,F1,O,B,NNP
601,score,O,I,NN
601,to,B,O,TO
601,56.9,O,B,CD
601,(?=,O,I,NNS
601,5.1,O,I,CD
601,),O,I,)
601,.,O,O,.
602,Adding,B,O,VBG
602,the,O,O,DT
602,second,O,B,JJ
602,scaffold,O,I,NN
602,in,B,O,IN
602,',O,O,''
602,BiLSTM,O,B,NNP
602,-,O,I,:
602,Attn,O,I,NNP
602,+,O,I,NNP
602,citation,O,I,NN
602,worthiness,O,I,NN
602,scaffold,O,I,NN
602,',O,O,''
602,also,O,O,RB
602,results,B,O,NNS
602,in,I,O,IN
602,similar,O,B,JJ
602,improvements,O,I,NNS
602,:,O,O,:
602,56.3,O,B,CD
602,(?=,O,I,$
602,4.5,O,I,CD
602,),O,I,)
602,.,O,O,.
603,When,O,O,WRB
603,both,O,B,DT
603,scaffolds,O,I,NNS
603,are,O,O,VBP
603,used,B,O,VBN
603,simultaneously,I,O,RB
603,in,I,O,IN
603,',O,O,''
603,BiLSTM,O,B,NNP
603,-,O,I,:
603,Attn,O,I,NNP
603,+,O,I,NNP
603,both,O,I,DT
603,scaffolds,O,I,NNS
603,',O,O,POS
603,",",O,O,","
603,the,O,O,DT
603,F1,O,B,NNP
603,score,O,I,NN
603,further,O,O,JJ
603,improves,B,O,NNS
603,to,I,O,TO
603,63.1,O,B,CD
603,(,O,I,(
603,?=,O,I,$
603,11.3,O,I,CD
603,),O,I,)
603,",",O,O,","
603,suggesting,O,O,VBG
603,that,O,O,IN
603,the,O,O,DT
603,two,O,O,CD
603,tasks,O,O,NNS
603,provide,O,O,VBP
603,complementary,O,O,JJ
603,signal,O,O,NN
603,that,O,O,WDT
603,is,O,O,VBZ
603,useful,O,O,JJ
603,for,O,O,IN
603,citation,O,O,NN
603,intent,O,O,NN
603,prediction,O,O,NN
603,.,O,O,.
604,The,O,O,DT
604,best,O,O,JJS
604,result,O,O,NN
604,is,O,O,VBZ
604,achieved,O,O,VBN
604,when,O,O,WRB
604,we,O,O,PRP
604,also,O,O,RB
604,add,B,O,VBP
604,ELMo,O,B,NNP
604,vectors,O,I,NNS
604,to,B,O,TO
604,the,O,O,DT
604,input,O,B,NN
604,representations,O,I,NNS
604,in,B,O,IN
604,',O,O,''
604,BiLSTM,O,B,NNP
604,-,O,I,:
604,Attn,O,I,NNP
604,w,O,I,VBP
604,/,O,I,NNP
604,ELMo,O,I,NNP
604,+,O,I,NNP
604,both,O,I,DT
604,scaffolds,O,I,NNS
604,',O,O,POS
604,",",O,O,","
604,achieving,B,O,VBG
604,an,O,O,DT
604,F1,O,B,NNP
604,of,B,O,IN
604,67.9,O,B,CD
604,",",O,O,","
604,a,O,O,DT
604,major,O,B,JJ
604,improvement,O,I,NN
604,from,B,O,IN
604,the,O,O,DT
604,previous,O,B,JJ
604,state,O,I,NN
604,-,O,I,:
604,of,O,I,IN
604,-,O,I,:
604,the,O,I,DT
604,-,O,I,:
604,art,O,I,NN
604,results,O,I,NNS
604,of,B,O,IN
604,54.6,O,B,CD
604,(,O,I,(
604,?=,O,I,$
604,13.3,O,I,CD
604,),O,I,)
604,.,O,O,.
605,We,O,O,PRP
605,note,B,O,VBP
605,that,O,O,IN
605,the,O,O,DT
605,scaffold,O,B,JJ
605,tasks,O,I,NNS
605,provide,B,O,VBP
605,major,O,B,JJ
605,contributions,O,I,NNS
605,on,B,O,IN
605,top,I,O,NN
605,of,I,O,IN
605,the,O,O,DT
605,ELMo,O,B,NNP
605,-,O,I,:
605,enabled,O,I,VBD
605,baseline,O,I,NN
605,(,O,I,(
605,?=,O,I,JJ
605,13.6,O,I,CD
605,),O,I,)
605,",",O,O,","
605,demonstrating,O,O,VBG
605,the,O,O,DT
605,efficacy,O,O,NN
605,of,O,O,IN
605,using,O,O,VBG
605,structural,O,O,JJ
605,scaffolds,O,O,NNS
605,for,O,O,IN
605,citation,O,O,NN
605,intent,O,O,NN
605,prediction,O,O,NN
605,.,O,O,.
606,We,O,O,PRP
606,also,O,O,RB
606,experimented,B,O,VBD
606,with,I,O,IN
606,adding,O,B,VBG
606,features,O,I,NNS
606,used,B,O,VBN
606,in,I,O,IN
606,to,O,O,TO
606,our,O,B,PRP$
606,best,O,I,JJS
606,model,O,I,NN
606,and,O,O,CC
606,not,O,O,RB
606,only,O,O,RB
606,we,O,O,PRP
606,did,O,O,VBD
606,not,O,O,RB
606,see,O,O,VB
606,any,O,O,DT
606,improvements,O,O,NNS
606,",",O,O,","
606,but,O,O,CC
606,we,O,O,PRP
606,observed,B,O,VBD
606,at,O,B,IN
606,least,O,I,JJS
606,1.7,O,I,CD
606,%,O,I,NN
606,decline,O,I,NN
606,in,B,O,IN
606,performance,O,B,NN
606,.,O,O,.
607,Each,O,B,DT
607,scaffold,O,I,NN
607,task,O,I,NN
607,improves,B,O,VBZ
607,model,O,B,JJ
607,performance,O,I,NN
607,.,O,O,.
608,Adding,O,O,VBG
608,both,O,B,DT
608,scaffolds,O,I,NNS
608,results,B,O,NNS
608,in,I,O,IN
608,further,O,B,JJ
608,improvements,O,I,NNS
608,.,O,O,.
609,And,O,O,CC
609,the,O,O,DT
609,best,O,B,JJS
609,results,O,I,NNS
609,are,O,O,VBP
609,obtained,O,O,VBN
609,by,B,O,IN
609,using,I,O,VBG
609,ELMo,O,B,NNP
609,representation,O,I,NN
609,in,B,O,IN
609,addition,I,O,NN
609,to,I,O,TO
609,both,O,B,DT
609,scaffolds,O,I,NNS
609,.,O,O,.
610,Generally,O,O,RB
610,we,O,O,PRP
610,observe,O,O,VBP
610,that,O,O,DT
610,results,O,B,NNS
610,on,B,O,IN
610,categories,O,B,NNS
610,with,B,O,IN
610,more,O,B,JJR
610,number,O,I,NN
610,of,O,I,IN
610,instances,O,I,NNS
610,are,B,O,VBP
610,higher,O,B,JJR
610,.,O,O,.
611,For,O,O,IN
611,example,O,O,NN
611,on,B,O,IN
611,ACL,O,B,NNP
611,-,O,I,:
611,ARC,O,I,NNP
611,",",O,O,","
611,the,O,O,DT
611,results,O,B,NNS
611,on,B,O,IN
611,the,O,O,DT
611,BACKGROUND,O,B,NNP
611,category,O,I,NN
611,are,B,O,VBP
611,the,O,O,DT
611,highest,O,B,JJS
611,as,B,O,IN
611,this,O,O,DT
611,category,O,B,NN
611,is,B,O,VBZ
611,the,O,O,DT
611,most,O,B,RBS
611,common,O,I,JJ
611,.,O,O,.
612,Conversely,O,O,RB
612,",",O,O,","
612,the,O,O,DT
612,results,O,O,NNS
612,on,O,O,IN
612,the,O,O,DT
612,FUTUREWORK,O,B,NNP
612,category,O,I,NN
612,are,B,O,VBP
612,the,O,O,DT
612,lowest,O,B,JJS
612,.,O,O,.
613,This,O,O,DT
613,category,O,O,NN
613,has,O,O,VBZ
613,the,O,O,DT
613,fewest,O,B,JJS
613,data,O,I,NN
613,points,O,I,NNS
613,(,O,O,(
613,see,O,O,VB
613,distribution,O,O,NN
613,of,O,O,IN
613,the,O,O,DT
